drug_1_name,drug_2_name,smiles_1,smiles_2,interaction_label
cefoxitin,HEMADO,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2[C@@H]1SCC(=C2C(=O)O)COC(=O)N,CCCCC#Cc1nc(NC)c2c(n1)n(cn2)[C@@H]1O[C@@H]([C@H]([C@H]1O)O)CO,0
dihydrocarveol,IRAK-1/4 inhibitor,CC(=C)C1CCC(C(C1)O)C,O=C(c1cccc(c1)[N+](=O)[O-])Nc1nc2c(n1CCN1CCOCC1)cccc2,1
galidesivir,T5-8,c1c(c2c([nH]1)c(ncn2)N)[C@H]1[C@@H]([C@@H]([C@H](N1)CO)O)O,O=C1C(=O)c2cccnc2c2c1cccn2,1
dATP&alpha;S,lifitegrast,O[C@H]1C[C@@H](O[C@@H]1COP(=S)(OP(=O)(OP(=O)(O)O)O)O)n1cnc2c1ncnc2N,OC(=O)[C@@H](NC(=O)c1c(Cl)cc2c(c1Cl)CCN(C2)C(=O)c1ccc2c(c1)occ2)Cc1cccc(c1)S(=O)(=O)C,0
estriol,idazoxan,Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1C[C@H]([C@@H]2O)O)C,C1CN=C(N1)C2COC3=CC=CC=C3O2,0
avatrombopag,RTOXA-43,OC(=O)C1CCN(CC1)c1ncc(cc1Cl)C(=O)Nc1sc(c(n1)c1scc(c1)Cl)N1CCN(CC1)C1CCCCC1,O=S(C1=CC(C2=CC(C(N(C)CC3=CN=CC=C3)=O)=CC=C2)=CC=C1OC)(NC4=CC=CC(NCCNC(C5=CC(C)=CC=C5)=O)=C4)=O,1
AM-37,MS40,COc1ccc(cc1)NC(=O)N[C@@H](C(=O)NCC1(CCCCC1)c1cccnc1)Cc1c[nH]c2c1cccc2,CN1CCN(CC1)c1ccc(cc1NC(=O)c1c[nH]c(=O)cc1C(F)(F)F)c1cc(CN2CCN(CCNC(=O)CCCCCCCNc3c4C(=O)N(C5CCC(=O)NC5=O)C(=O)c4ccc3)CC2)ccc1,1
eclitasertib,JMV449,O=C1[C@H](COc2c(N1C)nccc2)NC(=O)c1n[nH]c(n1)Cc1ccccc1,NCCCC[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CC(C)C)[C@H](CC)C)Cc1ccc(cc1)O)NC[C@H](CCCCN)N,1
staurosporine,SB202190,CN[C@@H]1C[C@H]2O[C@]([C@@H]1OC)(C)n1c3ccccc3c3c1c1n2c2ccccc2c1c1c3CNC1=O,Oc1ccc(cc1)c1nc(c([nH]1)c1ccc(cc1)F)c1ccncc1,1
entospletinib,PLpro inhibitor 7 [PMID: 36977673],O1CCN(CC1)c1ccc(cc1)Nc1nc(cn2c1ncc2)c1ccc2c(c1)[nH]nc2,C[C@H](C1=CC=CC2=CC=CC=C21)NC(=O)C3=CC=CC=C3CCC(=O)NNC(=O)/C=C/C(=O)OC,0
lifitegrast,imbutamine,OC(=O)[C@@H](NC(=O)c1c(Cl)cc2c(c1Cl)CCN(C2)C(=O)c1ccc2c(c1)occ2)Cc1cccc(c1)S(=O)(=O)C,NCCCCc1cnc[nH]1,0
inositol 4-phosphate,BQ123,O[C@@H]1[C@@H](OP(=O)(O)O)[C@H](O)[C@H]([C@@H]([C@@H]1O)O)O,CC(C[C@@H]1NC(=O)[C@H](NC(=O)[C@@H]2CCCN2C(=O)[C@H](NC(=O)[C@H](NC1=O)Cc1c[nH]c2c1cccc2)CC(=O)O)C(C)C)C,0
(R)-2h [PMID:19625189],SB202190,Oc1ccccc1c1nc2ccnc(c2c(=O)n1[C@@H](Cc1ccccc1)C)C(F)(F)F,Oc1ccc(cc1)c1nc(c([nH]1)c1ccc(cc1)F)c1ccncc1,0
EN67,TCMDC-135051,COC1=CC=C(C=C1F)C2=NOC(CNC(=O)C=C)C2,[O-]C(=O)C1=CC=C(C2=CC=NC3=C2C=C(N3)C4=C(OC)C=CC(C[NH+](CC)CC)=C4)C=C1C(C)C,0
N-methyl scopolamine,vicadrostat,OC[C@H](c1ccccc1)C(=O)OC1C[C@@H]2[C@@H]3[C@H]([C@H](C1)[N+]2(C)C)O3,C[C@@]1(CC2=C(C(=O)O1)N(C=N2)C3=CC(=C(C=C3)C#N)Cl)CO,1
upadacitinib,BMS-986166,CC[C@@H]1CN(C[C@@H]1c1cnc2n1c1cc[nH]c1nc2)C(=O)NCC(F)(F)F,OC[C@@]1(N)CC[C@@H](C1)c1ccc2c(c1)CC[C@H](C2)CCc1ccccc1OC,0
ixabepilone,bimiralisib,O=C1N[C@@H](C[C@@H]2O[C@]2(C)CCC[C@@H]([C@@H]([C@H](C(=O)C([C@H](C1)O)(C)C)C)O)C)/C(=C/c1csc(n1)C)/C,Nc1ncc(c(c1)C(F)(F)F)c1nc(nc(n1)N1CCOCC1)N1CCOCC1,0
LL-37,adaptavir,NCCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CO)CCC(=O)O)[C@H](O)C)CCCN=C(N)N)C(C)C)CC(C)C)CC(=O)N)CCCN=C(N)N)CC(C)C)Cc1ccccc1)CC(=O)O)CCCCN)[C@H](CC)C)CCCN=C(N)N)CCC(=O)N)C(C)C)[C@H](CC)C)CCCN=C(N)N)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@H]([C@H](CC)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)N)CC(C)C)CC(=O)O)Cc1ccccc1)Cc1ccccc1)CCCN=C(N)N)CCCCN)CO)CCCCN)CCC(=O)O)CCCCN)CCCCN)CCC(=O)O)Cc1ccccc1,C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](Cc1ccc(cc1)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CO)NC(=O)[C@@H](C)N)O,0
EN67,alimemazine,COC1=CC=C(C=C1F)C2=NOC(CNC(=O)C=C)C2,CN(CC(CN1c2ccccc2Sc2c1cccc2)C)C,0
forsythoside B,benzoquinone,OC[C@@]1(O)CO[C@H]([C@@H]1O)OC[C@H]1O[C@@H](OCCc2ccc(c(c2)O)O)[C@@H]([C@H]([C@@H]1OC(=O)/C=C/c1ccc(c(c1)O)O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)O,O=C1C=CC(=O)C=C1,1
7-hydroxycholesterol,St 587,CC(CCC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2C(O)C=C2[C@]1(C)CC[C@@H](C2)O)C)C,Clc1ccc(cc1NC1=NCCN1)C(F)(F)F,1
5S-HPETE,CCG-63808,CCCCC/C=C\C/C=C\C/C=C\C=C\[C@H](CCCC(=O)O)OO,N#C/C(=C\c1c(Oc2ccc(cc2)F)nc2n(c1=O)cccc2C)/c1nc2c(s1)cccc2,0
ORG-37684,miltefosine,COc1ccc2c(c1O[C@@H]1CNCC1)CCC2,CCCCCCCCCCCCCCCCOP(=O)(OCC[N+](C)(C)C)[O-],0
compound 43 [PMID: 34781683],vertilmicin,CNCCNCC1=CC=CC(=C1)C2=NC(C3=C(C)ON=C3C)=C(C)C(NC4=CC=CC=C4)=N2,CCN[C@@H]1C[C@H](N)[C@H]([C@@H]([C@H]1O[C@H]1OC[C@]([C@@H]([C@H]1O)NC)(C)O)O)O[C@H]1OC(=CC[C@H]1N)C(N)C,1
TXA6101,eclitasertib,C1=CC(=CC=C1C2=C(OC(=N2)COC3=C(C(=C(C=C3)F)C(=O)N)F)Br)C(F)(F)F,O=C1[C@H](COc2c(N1C)nccc2)NC(=O)c1n[nH]c(n1)Cc1ccccc1,0
BQ123,PLX5622,CC(C[C@@H]1NC(=O)[C@H](NC(=O)[C@@H]2CCCN2C(=O)[C@H](NC(=O)[C@H](NC1=O)Cc1c[nH]c2c1cccc2)CC(=O)O)C(C)C)C,CC1=CC2=C(NC=C2CC3=C(N=C(C=C3)NCC4=C(N=CC(=C4)F)OC)F)N=C1,0
vericiguat,SHU9119,COC(=O)Nc1c(N)nc(nc1N)c1nn(c2c1cc(F)cn2)Cc1ccccc1F,C(C=1C=2C(NC1)=CC=CC2)[C@@H]3NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CC4=CC5=C(C=C4)C=CC=C5)NC(=O)[C@H](CC6=CN=CN6)NC(=O)[C@@H](NC([C@H](CCCC)NC(C)=O)=O)CC(=O)NCCCC[C@@H](C(N)=O)NC3=O,0
bambuterol,GDC-0134,O=C(N(C)C)Oc1cc(cc(c1)OC(=O)N(C)C)C(CNC(C)(C)C)O,FC(Oc1cc(cnc1N)c1cc(nc(n1)N1CCC(C1)(F)F)N1C[C@@H]2C[C@H]1CO2)F,0
resolvin D2,edoxaban,CC/C=C\C[C@@H](C(/C=C/C=C/C=C\C=C\[C@@H](C/C=C\CCC(=O)O)O)O)O,CN1CCc2c(C1)sc(n2)C(=O)N[C@@H]1C[C@H](CC[C@@H]1NC(=O)C(=O)Nc1ccc(cn1)Cl)C(=O)N(C)C,0
1400W,veonetinib,NCc1cccc(c1)C/N=C(/N)\C,CC1=CC2=C(N1)C=CC(=C2F)OC3=C4C=C(C(=CC4=NC=C3)OCCN5CC(C6(C5)CC6)O)OC,1
[<sup>3</sup>H]hemicholinium-3,RWJ-56423,OC1(OCC[N+](C1)(C)C)c1ccc(cc1)c1ccc(cc1)C1(O)OCC[N+](C1)(C)C.[Br-].[Br-],NC(=N)NCCC[C@@H](C(=O)c1nc2c(s1)cccc2)NC(=O)[C@@H]1C[C@H](CN1C(=O)C)O,0
ospemifene,geldanamycin,ClCC/C(=C(\c1ccccc1)/c1ccc(cc1)OCCO)/c1ccccc1,CO[C@H]1C[C@H](C)CC2=C(OC)C(=O)C=C(C2=O)NC(=O)/C(=C/C=C\[C@@H]([C@H](/C(=C/[C@@H]([C@H]1O)C)/C)OC(=O)N)OC)/C,0
"compound 16d [Tao <i>et al.</i>, 2009]",GSK-461364A,Cn1nc2c(c1)c1c3C(=O)NCc3c3c(c1CC2)n(C(C)C)c1c3cc(cc1)Oc1ncccn1,CN1CCN(CC1)Cc1ccc2c(c1)n(cn2)c1cc(c(s1)C(=O)N)O[C@@H](c1ccccc1C(F)(F)F)C,0
crinecerfont,BLI-489 free acid,C#CCN([C@H](c1ccc(c(c1)F)C)CC1CC1)c1sc(c(n1)c1cc(C)c(cc1Cl)OC)C,O=C1/C(=C/c2cn3c(n2)COCC3)/[C@@H]2N1C(=CS2)C(=O)O,1
dotinurad,"3,4-dichlorobenzamil",O=C(N1CS(=O)(=O)c2c1cccc2)c1cc(Cl)c(c(c1)Cl)O,N/C(=N\Cc1ccc(c(c1)Cl)Cl)/NC(=O)c1nc(Cl)c(nc1N)N,0
L-cysteine sulphinic acid,camonsertib,OS(=O)C[C@@H](C(=O)O)N,C[C@@H]1COCCN1c1nc2c(cnn2c2ccn[nH]2)c(c1)C1(C[C@H]2CC[C@@H](C1)O2)O,0
N-methyl scopolamine,G&ouml; 6976,OC[C@H](c1ccccc1)C(=O)OC1C[C@@H]2[C@@H]3[C@H]([C@H](C1)[N+]2(C)C)O3,N#CCCn1c2ccccc2c2c1c1c(c3c2CNC3=O)c2c(n1C)cccc2,1
naloxone benzoylhydrazone,CM4620,C=CCN1CC[C@@]23[C@@]4([C@H]1Cc1c3c(O[C@H]2/C(=N/NC(=O)c2ccccc2)/CC4)c(cc1)O)O,Clc1cc2OC(Oc2cc1c1ncc(nc1)NC(=O)c1c(C)cccc1F)(F)F,0
[<sup>3</sup>H]hemicholinium-3,NT-0249,OC1(OCC[N+](C1)(C)C)c1ccc(cc1)c1ccc(cc1)C1(O)OCC[N+](C1)(C)C.[Br-].[Br-],CN1C=C(C=N1)N(C[C@@H]2CCCO2)S(=O)(=O)NC(=O)NC3=C4CCCC4=CC5=C3CCC5,1
5-methylurapidil,zavegepant,COc1ccccc1N1CCN(CC1)CCCNc1c(C)c(=O)n(c(=O)n1C)C,CN1CCC(CC1)N1CCN(CC1)C(=O)[C@H](NC(=O)N1CCC(CC1)c1cc2ccccc2[nH]c1=O)Cc1cc(C)c2c(c1)cn[nH]2,0
SPP1,vertilmicin,Cc1cccc(c1)N1CN(C(=O)C21CCN(CC2)C1CCN(CC1)C(=O)OC1CC1)C,CCN[C@@H]1C[C@H](N)[C@H]([C@@H]([C@H]1O[C@H]1OC[C@]([C@@H]([C@H]1O)NC)(C)O)O)O[C@H]1OC(=CC[C@H]1N)C(N)C,0
NANT,compound 11 [PMID: 37449845],NCCNC[C@H](CCCN=C(N[N+](=O)[O-])N)N,CN(CCOCCOCCOCCOCCOCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(C)N=CS3)C(C)(C)C)C4=CC(C)=NC(NC5=CC=C(NC(=O)CC6=CC=CC=C6)C=C5)=N4,0
S9947,SB 224289,O=C(NCc1ccccc1c1ccccc1C(=O)NCCc1ccccn1)OCc1ccccc1,CN1CCC2(CC1)COc1c2cc2c(c1)CCN2C(=O)c1ccc(cc1)c1ccc(cc1C)c1noc(n1)C,1
PSB-17365,naquotinib,Brc1ccc(cc1)CCNc1cc(=O)[nH]c(=O)[nH]1,C=CC(=O)N1CC[C@H](C1)Oc1nc(Nc2ccc(cc2)N2CCC(CC2)N2CCN(CC2)C)c(nc1CC)C(=O)N,0
BODIPY<sup>&reg;</sup> TMR-NMU,OTB-658,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)Cc1ccccc1)C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CC(N)=O)C(=O)O,CC(NC[C@@H]1OC(N2C3=CC(F)=C(N4CCSCC4)C=C3OC[C@]21[H])=O)=O,1
pelitinib,desmosterol,CCOc1cc2ncc(c(c2cc1NC(=O)/C=C/CN(C)C)Nc1ccc(c(c1)Cl)F)C#N,O[C@H]1CC[C@]2(C(=CC[C@@H]3[C@@H]2CC[C@]2([C@H]3CC[C@@H]2[C@@H](CCC=C(C)C)C)C)C1)C,0
"L-779,976",CPP-115,NC[C@@H]1CCC[C@H](C1)CNC(=O)[C@@H]([C@H](c1c[nH]c2c1cccc2)C)NC(=O)N1CCC(CC1)n1c(=O)[nH]c2c1cccc2,OC(=O)[C@H]1CC(=C(F)F)[C@H](C1)N,0
RKI-1447,(-)-baclofen,O=C(Nc1scc(n1)c1ccncc1)NCc1cccc(c1)O,NC[C@@H](c1ccc(cc1)Cl)CC(=O)O,0
tilpisertib,epicatechin gallate,CC(C)(C)CNc1c2cc(cc(c2ncc1C#N)Cl)N[C@@H](c1cccc2c1ccn(c2=O)C)c1cn(nn1)C12CC(C1)C2,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,0
moiramide B,OG-L002,C/C=C/C=C/C(=O)N[C@@H](CC(=O)N[C@@H](C(C)C)C(=O)[C@H]1[C@@H](C(=O)NC1=O)C)C2=CC=CC=C2,N[C@H]1C[C@@H]1c1ccc(cc1)c1cccc(c1)O,1
vitamin K hydroquinone,compound 19 [PMID: 33979649],C[C@H](CCC[C@@H](CCCC(C)C)C)CCC/C(=C/Cc1c(C)c(O)c2c(c1O)cccc2)/C,CN1CCN(CC1)C(=O)Nc1cc(CNC(=O)C2CCN(CC2)[C@@H](c2cccc3c2cccc3)C)cc(c1)F,0
[<sup>3</sup>H]hemicholinium-3,compound 11 [PMID: 37449845],OC1(OCC[N+](C1)(C)C)c1ccc(cc1)c1ccc(cc1)C1(O)OCC[N+](C1)(C)C.[Br-].[Br-],CN(CCOCCOCCOCCOCCOCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC2=CC=C(C=C2)C3=C(C)N=CS3)C(C)(C)C)C4=CC(C)=NC(NC5=CC=C(NC(=O)CC6=CC=CC=C6)C=C5)=N4,0
L873724,conteltinib,CC(C[C@@H](C(=O)NCC#N)N[C@H](C(F)(F)F)c1ccc(cc1)c1ccc(cc1)S(=O)(=O)C)C,COc1cc(ccc1Nc1nc2NCCc2c(n1)Nc1ccccc1S(=O)(=O)NC(C)C)N1CCC(CC1)N1CCN(CC1)C,1
[<sup>11</sup>C]butylthio-TZTP,vertilmicin,[11CH3]CCCSc1nsnc1C1=CCCN(C1)C,CCN[C@@H]1C[C@H](N)[C@H]([C@@H]([C@H]1O[C@H]1OC[C@]([C@@H]([C@H]1O)NC)(C)O)O)O[C@H]1OC(=CC[C@H]1N)C(N)C,0
compound 104 [WO2023245166],CX549,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)C(F)(F)F)C(=O)NC(CC3=CC4=C(C=CC(=C4)Cl)NC3=O)C#N)C,OC(=O)[C@H](CCC(=O)N1CCC(CC1)Nc1nc(NCc2nnn(c2)CCCNCCCNC2CCCCC2)nc2c1cccc2)N,1
"2',5'-dideoxyadenosine",JNJ-46281222,O[C@H]1C[C@@H](O[C@@H]1C)n1cnc2c1ncnc2N,FC(c1c(ccn2c1nnc2CC1CC1)CN1CCC(CC1)c1ccccc1)(F)F,1
CHR-3996,compound 52 [PMID: 28541707],ONC(=O)c1cnc(nc1)N1C[C@@H]2[C@H](C1)[C@H]2NCc1ccc2c(n1)ccc(c2)F,N#Cc1ccc(cc1N1CCN(C(C1=O)(C)C)C(=O)C)c1cc(c2n1ncnc2N)C(F)(F)F,0
3-methylhexanal,PLpro inhibitor 7 [PMID: 36977673],CCCC(C)CC=O,C[C@H](C1=CC=CC2=CC=CC=C21)NC(=O)C3=CC=CC=C3CCC(=O)NNC(=O)/C=C/C(=O)OC,0
travoprost,IHMT-MST1-58,CC(OC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@H]([C@@H]1/C=C/[C@H](COc1cccc(c1)C(F)(F)F)O)O)C,CN1c2cnc(Nc3ccc(S(=O)(=O)N)cc3)nc2N(C)C(c2ccccc2C)C1=O,1
bortezomib,sonepiprazole,CC(C[C@@H](B(O)O)NC(=O)[C@@H](NC(=O)c1cnccn1)Cc1ccccc1)C,NS(=O)(=O)c1ccc(cc1)N1CCN(CC1)CC[C@@H]1OCCc2c1cccc2,1
regrelor,HC-7366,CCNC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@@H]([C@@H]2[C@H]1O[C@H](O2)/C=C/c1ccccc1)COP(=O)(O)O,CNC(=O)C1=C2C=NC(=CN2C=N1)C3=C(C=CC(=C3F)NS(=O)(=O)C4=C(N=CC(=C4)Cl)OC)F,0
3-methylhexanal,cefbuperazone,CCCC(C)CC=O,CCN1CCN(C(=O)C1=O)C(=O)N[C@H]([C@H](C)O)C(=O)N[C@]1([C@@H]2N(C1=O)C(=C(CS2)CSc1nnnn1C)C(=O)O)OC,1
pradigastat,human GIP(5-30)NH2,OC(=O)C[C@@H]1CC[C@H](CC1)c1ccc(cc1)c1ccc(cn1)Nc1ccc(nc1)C(F)(F)F,NCCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CCCCN)Cc1c[nH]c2c1cccc2)CC(=O)O)CC(=O)N)CCCCN)CCCCN)CCCCN)CCC(=O)N)C)CC(C)C)CC(C)C)Cc1c[nH]c2c1cccc2)CC(=O)N)C(C)C)Cc1ccccc1)CC(=O)O)CCC(=O)N)CCC(=O)N)Cc1nc[nH]c1)[C@H](CC)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@H](CC)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@H](CC)C)NC(=O)[C@@H](NC(=O)[C@H]([C@H](O)C)N)Cc1ccccc1)CO)CC(=O)O)Cc1ccc(cc1)O)CO)C)CCSC)CC(=O)O,0
tilpisertib,eCF309,CC(C)(C)CNc1c2cc(cc(c2ncc1C#N)Cl)N[C@@H](c1cccc2c1ccn(c2=O)C)c1cn(nn1)C12CC(C1)C2,CCOC(Cn1nc(c2c1ncnc2N)c1ccc2c(c1)nc(o2)N)OCC,0
cefazaflur,compound 49c [PMID: 29074775],O=C(N[C@@H]1C(=O)N2[C@@H]1SCC(=C2C(=O)O)CSc1nnnn1C)CSC(F)(F)F,CN1CCN(CC1)C(=O)c1ccc(cc1)C(=O)N[C@H]([C@@H](CN[C@@H](c1ccccc1)C)O)Cc1ccccc1,0
rezivertinib,ARD-69,C=CC(=O)Nc1cc(Nc2nccc(n2)c2cn(c3c2cccc3)C)c(cc1OCCN(C)C)OC,N#Cc1ccc(cc1Cl)O[C@@H]1C(C)(C)[C@H](C1(C)C)NC(=O)c1ccc(cc1)C#CC1CCN(CC1)C1CCN(CC1)C(=O)C[C@@H](c1ccc(cc1)c1scnc1C)NC(=O)[C@@H]1C[C@H](CN1C(=O)[C@H](C(C)(C)C)NC(=O)C1(F)CC1)O,0
vonafexor,(-)-tertatolol,C1CN(CCN1C2=C(C3=C(C=C2)OC(=C3)C(=O)O)Cl)S(=O)(=O)C4=C(C=CC=C4Cl)Cl,O[C@@H](COc1cccc2c1SCCC2)CNC(C)(C)C,1
"Ins(3,4,5,6)P<sub>4</sub>",etomoxir,O[C@@H]1[C@H](OP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@@H]([C@H]([C@@H]1O)OP(=O)(O)O)OP(=O)(O)O,CCOC(=O)[C@]1(CCCCCCOc2ccc(cc2)Cl)OC1,0
entospletinib,Ro20-1724,O1CCN(CC1)c1ccc(cc1)Nc1nc(cn2c1ncc2)c1ccc2c(c1)[nH]nc2,CCCCOc1cc(ccc1OC)CC1CNC(=O)N1,0
ceforanide,CHR-3996,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)Cc1ccccc1CN)C(=O)O)CSc1nnnn1CC(=O)O,ONC(=O)c1cnc(nc1)N1C[C@@H]2[C@H](C1)[C@H]2NCc1ccc2c(n1)ccc(c2)F,0
compound 16z [PMID: 35609303],methacholine,C(C1=CC=CC=C1)N2CC=3C(N=C4N(C3CC2)CCN4CC5=CC(=C(C=C5)F)Br)=O,CC(C[N+](C)(C)C)OC(=O)C,0
(S)-VU0637120,pruvonertinib,CS(=O)(N1CCCCC1C(NC2=NC3=C(S2)C=C4OCCOC4=C3)=O)=O,CC1=CC=CN2C1=NC=C2C3=NC(=NC=C3)NC4=C(C=C(C(=C4)NC(=O)C=C)N(C)CCN(C)C)OC,0
BLI-489 free acid,lifitegrast,O=C1/C(=C/c2cn3c(n2)COCC3)/[C@@H]2N1C(=CS2)C(=O)O,OC(=O)[C@@H](NC(=O)c1c(Cl)cc2c(c1Cl)CCN(C2)C(=O)c1ccc2c(c1)occ2)Cc1cccc(c1)S(=O)(=O)C,0
deslanoside,NGB 2904,OC[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]2[C@@H](O)C[C@@H](O[C@@H]2C)O[C@H]2CC[C@]3([C@@H](C2)CC[C@@H]2[C@@H]3C[C@@H](O)[C@]3([C@]2(O)CC[C@@H]3C2=CC(=O)OC2)C)C)[C@@H]([C@H]([C@@H]1O)O)O,O=C(c1ccc2c(c1)Cc1c2cccc1)NCCCCN1CCN(CC1)c1cccc(c1Cl)Cl,0
milvexian,galanin(1-11),C[C@@H]1CCC[C@@H](c2nccc(c2)c2c(cnn2C(F)F)NC1=O)n1cnc(cc1=O)c1c(ccc(c1)Cl)n1cc(nn1)Cl,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CN)[C@@H](C)O)C(=O)O,0
FHD-286,vertilmicin,COC[C@H](NC(=O)c1cn(cc1)S(=O)(=O)C)C(=O)Nc1nc(cs1)c1cccc(n1)N1C[C@H](C)O[C@H](C)C1,CCN[C@@H]1C[C@H](N)[C@H]([C@@H]([C@H]1O[C@H]1OC[C@]([C@@H]([C@H]1O)NC)(C)O)O)O[C@H]1OC(=CC[C@H]1N)C(N)C,1
URB597,benzoquinone,O=C(Oc1cccc(c1)c1cccc(c1)C(=O)N)NC1CCCCC1,O=C1C=CC(=O)C=C1,1
[<sup>3</sup>H]LPA,trimipramine,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COP(=O)(O)O)O,CN(CC(CN1c2ccccc2CCc2c1cccc2)C)C,0
S6716,decynium 22,NC(=N)c1cccc(c1)Cn1c(cc2c1cccc2C)C(=O)NCc1cccc2c1cccc2,CC[n+]1c(ccc2c1cccc2)C=c1ccc2c(n1CC)cccc2,0
bamocaftor,NE58027,C[C@@H]1CN(C(C1)(C)C)c1nc(ccc1C(=O)NS(=O)(=O)c1ccccc1)n1ccc(n1)OCCC1(CC1)C(F)(F)F,OP(=O)(C(P(=O)(O)O)(CC1CCCCN1)O)O,0
DA-302168S,dapansutrile,O=C(O)C1=CC=2N(C[C@@H]3CCO3)C(=NC2C=C1)CC4=C(F)C=C(C=C4)C5=NC(OCC6=CC=C(Cl)C7=C6OC=C7)=C(F)C=C5,N#CCCS(=O)(=O)C,0
"L-trans-2,4-pyrolidine dicarboxylate",fasidotrilat,[O-]C(=O)[C@H]1[NH2+]C[C@@H](C1)C(=O)[O-],SC[C@H](C(=O)N[C@H](C(=O)O)C)Cc1ccc2c(c1)OCO2,1
5-methyl nicotinic acid,T5-8,Cc1cc(cnc1)C(=O)O,O=C1C(=O)c2cccnc2c2c1cccn2,1
